ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Delivery time,Food type,Address
205183,Kurla,Mumbai,"Mumbai	Eats",300,2.9,80,42,Chinese  Tandoor  Biryani,Kurla
205226,Shyamal,Ahmedabad,R.K. Maggi Pasta And Coffee Bar,300,4.3,100,44,"Fast Food,North Indian",Prahlad Nagar
205228,Bidhannagar,Kolkata,Veerji Malai Chaap Wale,350,4,100,61,"Indian,North Indian",Salt Lake
205306,Kurla,Mumbai,Tibb'S Frankie (Tilak Nagar),200,4,100,35,Fast Food  Snacks  North Indian  Mexican  Beverages,Tilak Nagar
205417,Sayedpura,Surat,Nawab'S Kitchen,300,4.3,500,37,"Mughlai,North Indian,Chinese,Biryani,Punjabi",Lal Gate
205475,Domlur,Bangalore,Deja Bowl,300,4.2,20,57,"North Indian,Home Food,Combo,Desserts,Indian,Punjabi,Chinese",Indiranagar
205562,Baranagar,Kolkata,Lokenath Restaurant,250,3.9,100,66,Indian,North Dumdum
205609,Tollygunge,Kolkata,New Banglar Rannaghar,200,4.1,100,91,Chinese  Indian,Golf Gardens  Tollygunge
206503,Rohini,Delhi,Rohini Rasoi,250,2.9,80,38,"Chinese,Indian",Rohini
206586,Ponniammanmedu,Chennai,Jannath Chicken,250,2.7,20,75,Indian,Madhavaram - Manali
207097,Near Lal Gate Ramlal Bazarsapuipara,Kolkata,Kebabs In Roll - Ramlal Bazar,300,4.1,50,88,"Kebabs,Biryani,North Indian,Chinese",Near Lal Gate Ramlal Bazarsapuipara
207574,Andheri East,Mumbai,Taste Of Kolkata,250,3.8,100,50,"Biryani,North Indian,Fast Food,Juices,Beverages",Sahar Airport Road
207669,Powai Area,Mumbai,Chimichurri - All Day Asian Diner,1300,4.4,100,57,"Asian,Japanese",Powai Area
207679,Shyam Bazar,Kolkata,Chows And Rolls,250,3.8,50,68,"Chinese,Fast Food",Hatibagan
208031,Athwa,Surat,Ocean Star,300,2.9,80,51,"North Indian,Seafood",Nr Panas Gaam
208175,Indiranagar,Bangalore,Milano Ice Cream,200,4.7,500,51,"Ice Cream,Desserts",Indiranagar
208249,Khairtabad,Hyderabad,Al Karam Kalyani Biryani,200,3.1,20,55,Biryani,Somajiguda & Khairtabad
208556,Gokhalenagar,Pune,The Flame Burger,300,2.9,80,47,Snacks,Near Dominossenapati Bapat Road
208720,Kurla,Mumbai,Mad Burgers And Pizza,300,3.5,20,44,"Pizzas,Fast Food,Desserts",Chembur
208734,Dhankawadi,Pune,Burger N More,200,3.2,20,74,Indian,Dhankawadi
208829,Royapuram,Chennai,Kulfi Treat,200,2.9,80,58,Ice Cream,Suriya Narayana Road
208859,Kurla,Mumbai,Al Baik Fast Food,250,4.1,20,36,Fast Food,Kurla
208982,Khokhra,Ahmedabad,Food Zone,200,4.3,20,47,"North Indian,Snacks",Maninagar
209225,Chembur,Mumbai,London Dairy,200,2.9,80,45,Ice Cream,Chembur
209502,Kurla,Mumbai,The Kitchen  (Chinese & Grills),300,4.2,100,39,"Chinese,Kebabs,Tibetan,Lebanese",Chembur
209917,Vasanth Nagar,Bangalore,Tata Cha Now Qmin,200,4.2,100,46,"Beverages,Bakery,Chaat,Desserts,Fast Food,Home Food,Maharashtrian,Snacks,Street Food,Sweets,Indian,Combo,Parsi",Cunningham Road
210127,Ashok Nagar,Bangalore,Crazy Pizza,400,2.9,80,48,"Fast Food,Italian",Magrath Rd Ashok Nagar
210403,Nampally,Hyderabad,Milan Juice Centre,150,4,1000,30,"Arabian,Juices",Nampally
210638,Dapodi,Pune,Lf 91 Cafe And Restaurant,250,2.9,80,74,Indian,Sangvi
210945,Shivaji Nagar,Bangalore,Royal Restaurant,300,3.8,100,38,"Chinese,North Indian,Tandoor ,indian",Central Bangalore
211008,Sion,Mumbai,Modern Lunch Home,600,4.4,100,47,"Chinese,Konkan,North Indian,Seafood",Sion Bhakti Park
211172,Uppal,Hyderabad,Tif In,150,3.5,20,73,Snacks  South Indian,Uppal Beerappagada
211185,Periyamet,Chennai,Mcrennett,350,4.3,20,37,Bakery,Purasawalkam
211444,Santacruz East,Mumbai,Famous Chinese,300,2.9,80,35,"Chinese,Fast Food",Scruz Bandra East
211814,T Nagar,Chennai,Kommune,350,2.9,80,65,"Desserts,Italian,North Indian,Salads",T Nagar
212246,Maninagar,Ahmedabad,Bhimsingh Paties,150,4.1,20,37,"Fast Food,Snacks,Street Food",Maninagar
212592,Cit Nagar,Chennai,Arcot Royal Biriyani And Fastfood,200,3.5,50,71,"Biryani,Fast Food",T Nagar
212615,Jogupalya,Bangalore,New Dillibite,300,2.9,80,47,"Bengali,Chinese,Indian",Cambridge Layout Jogupalya
212837,Alwarpet,Chennai,Teppan,1000,4.6,20,75,Japanese,Alwarpet
212930,Scruz Bandra East,Mumbai,The Great Chinese,150,2.9,80,40,"Chinese,Indian",Bandra Kurla Complex Santcruz East
213314,Chembur,Mumbai,Tara Punjab,500,3.9,20,46,"North Indian,Punjabi,Tandoor",Chembur
213643,Erandwane,Pune,Slurpy Shakes,200,4.4,100,47,"Beverages,Ice Cream,Desserts",Kothrud
213645,Erandwane,Pune,Cupcake Bliss Cake & Desserts,150,4.1,100,51,"Bakery,Desserts,Ice Cream,American,British,Combo,Snacks",Kothrud
213654,Erandwane,Pune,Warmoven Cake & Desserts,200,4.3,100,51,"Bakery,Desserts,Ice Cream",Kothrud
213655,Erandwane,Pune,Indiana Burgers,200,4.2,50,53,"American,Fast Food,Beverages,Healthy Food",Kothrud
213934,Erandwane,Pune,Absolute China,200,3.9,500,34,Chinese,Kothrud
213935,Vijay Nagar Colony,Hyderabad,Roosterville,200,3.7,100,68,Indian,Santoshnagar & Saidabad
214074,Udhna,Surat,Taste Of Eggs,200,2.9,80,44,North Indian,Bamroli Road
214175,Pulikeshi Nagar,Bangalore,Green Cravings,350,3.9,50,47,"Healthy Food,Continental,Keto,Indian,Salads",Coles Road
214318,New Malakpet,Hyderabad,Pvr Cafe,400,3.5,20,47,"Snacks,Fast Food,American",Kothapet & Dilsukhnagar
214521,Gopipura,Surat,Chinese Point,200,3.4,20,40,Chinese,Nanpura
214809,Gowliguda,Hyderabad,Hotel Niagara,450,3.9,1000,23,"Haleem,Arabian,Biryani,Tandoor,Chinese,Indian,Desserts,Kebabs,Mughlai",New Area
214833,Pashan,Pune,Cnp House - Chicken And Paratha,350,3.9,20,75,"North Indian,Tandoor,Biryani,Punjabi,Kebabs,Beverages",Orange County Baner Pashan Link Road
214964,Asif Nagar,Hyderabad,Lingaiah Hotel,200,4.5,100,33,South Indian,Mallepally
214967,University Area,Ahmedabad,The Chocolate Heaven,300,2.9,80,44,Desserts,Navrangpura
215427,Kurla,Mumbai,Pukhtaan,1900,2.9,80,42,"Mughlai,North Indian",Kurla
215442,Indiranagar,Bangalore,Nanav Stores And Cafe,350,2.9,80,64,"Beverages,Fast Food",Indiranagar
215922,Pashan,Pune,Chizzlers,700,2.9,80,75,Chinese,Baner
216077,Kondhwa,Pune,Fat Panda,250,3.2,20,71,"Fast Food,Pizzas",Kedari Nagar Wanowrie
216730,Khairtabad,Hyderabad,Anupama Hotel,250,3.7,20,45,"Biryani,South Indian",Banjara Hills
216980,Vadapalani,Chennai,Masala Street,50,3.5,20,85,"Chinese,Continental,South Indian,Italian",Vadapalani
217047,Saki Naka,Mumbai,Navratna Hotel,200,4.2,50,41,North Indian,Marol Sakinaka
217502,Kothrud,Pune,Khandeshi Tadka,250,3.5,20,61,Maharashtrian,Karve Road
217781,Alwarpet,Chennai,Ricky'S Cookies,300,4.9,20,70,"Cafe,Snacks",Alwarpet
217836,Santacruz,Mumbai,Canteen Central - Burgers Pastas And More,300,4.2,100,41,American  Pastas  Snacks  Desserts  Beverages  North Indian  Asian,Scruz Bandra East
217899,Vesu,Surat,Kurtosshhh,500,2.9,80,64,Fast Food,Prime Shoppers Vesu
218029,Shahpore,Surat,Royal Crush Pizzas & Burger,300,3.7,50,44,"Fast Food,Italian",Lal Gate
218137,Topsia,Kolkata,Nigars Kitchen,200,3.8,20,77,"Indian,North Indian,Chinese,Combo,Snacks,Sweets,Beverages",Ruby Area
218142,Andheri East,Mumbai,Arey O Sambhar,350,3.8,20,52,South Indian,Marol Industrial Estate
218183,Vesu,Surat,D Healthy Hobbit,200,4.5,20,63,"Continental,Healthy Food",Vesu
218353,Karve Nagar,Pune,Biryani King,300,2.9,80,64,"Chinese,North Indian",Wakad
218372,Topsia,Kolkata,Afsa Biriyani,200,2.9,80,71,Biryani,Tangra
218475,Frazer Town,Bangalore,Hotel Zam Zam,250,2.9,80,64,"Biryani,North Indian,Chinese",Geddalahalli
218634,Ayanavaram,Chennai,Food Finger,200,4.2,20,57,Indian,Kilpauk
218650,Teynampet,Chennai,Kake Da Punjabi Dhabba,350,4.2,500,64,"North Indian,Punjabi,Thalis,Biryani,Combo,Desserts",Alwarpet
218894,Magarpatta,Pune,Amhi Kolhapuri,200,3.6,50,38,"Maharashtrian,North Indian,Chinese,Tandoor",Hadapsar
219201,Indiranagar,Bangalore,Bangalore Mandarin,800,4.3,500,51,Chinese,Indiranagar
219476,Tagore Garden Extension,Delhi,Cake@99,100,2.9,80,73,Bakery,Road No 28
219586,Althan,Surat,Sainath Omelette,150,2.9,80,46,"Fast Food,North Indian",Althan
219711,Indiranagar,Bangalore,The Bowl Life,250,4.3,100,52,"Asian,North Indian,Continental,Healthy Food,Punjabi,Home Food,Oriental,Desserts,Beverages,Pan-Asian,Bengali,Mangalorean,Kashmiri,Lucknowi,Chinese,Sweets,Kebabs,Combo,Rajasthani,Awadhi",Indiranagar
219718,Pitam Pura,Delhi,Bowlsome,250,3.9,100,35,"Asian,North Indian,Continental,Healthy Food,Punjabi,Home Food,Oriental,Desserts,Beverages,Pan-Asian,Bengali,Mangalorean,Kashmiri,Lucknowi,Chinese,Sweets,Kebabs,Combo,Rajasthani,Awadhi",Rohini
219818,Chembur,Mumbai,Mothers Kitchen,400,3.8,100,52,"Indian,North Indian,Sindhi",Inlaks Hospital Road
219974,Adajan,Surat,Live Egg Station,300,4.1,1000,52,"North Indian,Snacks,Beverages,Biryani,Fast Food,Healthy Food,Street Food,Home Food",Nr Pal Rto
220046,Mylapore,Chennai,Food Point,200,4.2,20,56,"Juices,Snacks",Mylapore
220133,Aundh,Pune,Blue Dragon Chinese Katta,200,4,50,64,Chinese,Aundh
220642,Indiranagar,Bangalore,Breakfast Express,200,4.2,500,52,"Continental,North Indian,South Indian,American,Beverages,British,Cafe,Combo,European,Desserts",Appareddy Palya
220772,Ashok Nagar,Bangalore,Aubree,800,4.3,100,29,"Desserts,Bakery",Central Bangalore
221076,Paschim Vihar,Delhi,Roll King,300,2.9,80,57,Indian,Dda Gole Market A-4 Block
221262,Sector 73,Delhi,Hashtag Foods,400,3.9,100,37,"Continental,Italian",Ground Floor Rg Mall
221321,Anna Nagar,Chennai,Chai Truck,200,4.1,500,76,"Continental,American,Fast Food,Beverages",Annanagar
221697,Barabazar Market,Kolkata,Nice Fried Chicken,250,2.9,80,50,Chinese,Burrabazar
221798,Annanagar East,Chennai,Madro Cafe,300,4.1,20,70,"Italian,Mexican,Continental",Annanagar
221870,Periyamet,Chennai,Creamee N Spicee,300,2.9,80,37,"Fast Food,Pizzas",Purasawalkam
222096,Rohini,Delhi,Squeezer Juice And Shakes,250,3.9,20,34,"Juices,Beverages,Ice Cream",Rohini
222404,Andheri East,Mumbai,Oh ! Dum Biryani Taste Bangal,200,3.8,20,50,Biryani,Andheri East
222499,Pulikeshi Nagar,Bangalore,Cane Fresh,50,4.4,50,39,"Indian,Beverages,Desserts",Coles Road
222720,Cit Nagar,Chennai,Mandarin Oak- The Heavenly Chinese,350,4.1,20,94,"Chinese,Asian,Thai",Cit Nagar
222893,Jodhpur Park,Kolkata,Brewbakes Cafe Jodhpur Park,500,4.4,20,84,"American,Cafe,Italian,Mexican",Jadavpur
223311,Andheri East,Mumbai,Only Roti'S,250,4.6,50,61,Fast Food,Pream Nagar Sakivihar Road
223314,Dum Dum,Kolkata,Khawabo Jatane Fast Food,200,4.3,20,88,"Chinese,Mughlai,North Indian",Jawpur Road
223507,Shivaji Nagar,Pune,Aasing'S Kitchen,150,2.9,80,45,Continental,Shivaji Nagar
223632,Kondhwa,Pune,Homely Meals @69,150,4,100,69,Home Food,Kothrud
223936,Triplicane,Chennai,Mamieyaar Veedu,400,4.1,20,49,"Chettinad,South Indian",Royapettah
223939,Himayath Nagar,Hyderabad,Rice++,100,3.9,20,33,Healthy Food,Narayanguda
223990,Himayath Nagar,Hyderabad,Eggsplode,150,4.2,100,33,"Salads,French,Beverages,Combo",Narayanguda
223991,Himayath Nagar,Hyderabad,Break The Bread - Sandwiches And Burgers,200,3.8,50,35,"Continental,Fast Food",Narayanguda
224001,Himayath Nagar,Hyderabad,The Burrito Bowl,200,4.2,50,34,Mexican  Beverages,Narayanguda
224120,Kodihalli,Bangalore,Lo! - Low Carb And Keto Foods,150,4.5,100,54,"Healthy Food,Keto,North Indian,Continental",Indiranagar
224125,Andheri East,Mumbai,Hybrid Theory Cafe & Bistro (Coffee Pizza Pasta Sandwiches Burgers & More),450,3.9,20,53,"Continental,Pastas,Pizzas,Snacks,Beverages",Marol Sakinaka
224130,Banjara Hills,Hyderabad,Lo! - Low Carb And Keto Foods,150,4.3,500,61,Healthy Food  Keto  North Indian  Continental,Devera Konda Basti
224349,Karve Nagar,Pune,Nawabi Zaika,200,3.8,20,57,"Fast Food,Street Food",Karve Nagar
224354,Bhowanipore,Kolkata,Kake D Hatti,400,3.9,500,66,North Indian,Central Kolkata
224426,Purasaiwakkam,Chennai,Faasos,200,4.2,100,46,"Combo,Snacks,Beverages,Desserts,Indian",Purasaiwakkam
224427,Purasaiwakkam,Chennai,Behrouz Biryani,500,4.2,100,48,"Biryani,Mughlai,Lucknowi,Hyderabadi,Kebabs,North Indian,Persian,Desserts",Purasaiwakkam
224428,Purasaiwakkam,Chennai,Oven Story Pizza,600,4.1,100,51,Pizzas,Purasaiwakkam
224429,Purasaiwakkam,Chennai,Firangi Bake,400,4.3,50,51,"Italian,Mexican,Pastas",Purasaiwakkam
224430,Purasaiwakkam,Chennai,Sweet Truth - Cake And Desserts,450,4.2,50,47,"Ice Cream,Bakery,Desserts,Beverages",Purasaiwakkam
224431,Purasaiwakkam,Chennai,The Good Bowl,400,4.2,50,46,"North Indian,Punjabi,Biryani,Combo,Chinese,Beverages,Desserts,Jain,Indian,Hyderabadi,Mughlai",Purasaiwakkam
224432,Purasaiwakkam,Chennai,The Biryani Life,250,4.1,50,50,"Biryani,Hyderabadi,Lucknowi,North Indian,Mughlai,Combo,Desserts",Purasaiwakkam
224476,Vadgaon Budruk,Pune,Hotel Al Madeena,300,2.9,80,83,"Chinese,North Indian",Narhe
224482,Vadgaon Budruk,Pune,Master Chef,300,4,20,78,"Chinese,North Indian",Narhe
224601,Egmore,Chennai,Tic Tac Rolls (Since 1981),250,3.7,50,37,"Fast Food,Tandoor,Biryani",Egmore
225047,Jogupalya,Bangalore,Sampurna - The House Of Southern Flavours,200,4.2,100,45,"South Indian,Hyderabadi,Andhra,Biryani,Desserts,Snacks",Indiranagar
225317,Rohini,Delhi,La Pino'Z Pizza,500,3.9,1000,45,Pizzas,Dc Chowk
225325,Gopipura,Surat,Delhi Dastarkhwan Restaurant,200,4,100,34,Mughlai,Chowk Bazar
225469,Pashan,Pune,Food China - Momos And Noodles,200,2.9,80,81,"Chinese,Tibetan,Fast Food,Snacks,Beverages",Baner
225573,Purasaiwakkam,Chennai,Kekiz - The Cake Shop,200,2.9,80,44,"Bakery,Desserts,Beverages",Purasawalkam
225614,Dudheshwar,Ahmedabad,Bombay Biryani,250,3.5,100,48,Biryani,Shahibag
225737,Kothrud,Pune,S & B The Cake Factory,450,2.9,80,62,"Desserts,Bakery",Shastri Nagar Kothrud
225911,Purasaiwakkam,Chennai,The Great Wall Of China,300,2.9,80,44,Chinese,Purasawalkam - The Great Wall Of China
225917,Purasaiwakkam,Chennai,Taj Mughalai,300,4.4,20,38,"Biryani,North Indian,South Indian,Chinese",Purasawalkam - Taj Mughalai
225932,Bhowanipore,Kolkata,Just Fries,250,4.1,50,63,"American,Snacks,Fast Food,Ice Cream,Desserts",Central Kolkata
226102,Tollygunge,Kolkata,Binge Baefikar,250,4.4,100,89,"American,Fast Food,Healthy Food,Indian,Mexican",Jadavpur
226267,Powai,Mumbai,Chai Point,150,4.4,500,52,Bakery  Combo  Beverages  Maharashtrian  Snacks  Street Food  South Indian  Punjabi  Fast Food,Opp. Nirali Hospital
226432,Kothrud,Pune,Wow! China,300,3.9,100,51,"Tibetan,Fast Food,Chinese,Asian,Snacks,Continental,Desserts,Beverages",Karishma Chs
226443,Khar West,Mumbai,Jimmy'S Dhaba,500,2.9,80,59,North Indian  Desserts,Khar West Mumbai
226467,Kharkhana & Trimulgherry,Hyderabad,Brown Bear,250,3.4,20,76,Bakery  Desserts,Kharkhana & Trimulgherry
226916,Guttahalli,Bangalore,Chinese Nalapaka,200,3.9,50,56,"Chinese,Indian",Malleshwaram
227153,Teynampet,Chennai,Lucky Da Punjabi Dhabba,350,4.2,100,66,"Punjabi,North Indian,Thalis,Kebabs,Tandoor",Alwarpet
227447,Kilpauk,Chennai,Waffle Shack,200,2.9,80,49,"Bakery,Desserts",Kilpauk
227535,Kothrud,Pune,Cake Paradise,450,3.5,20,60,"Desserts,Bakery",Shastri Nagar Kothrud
227678,Alwarpet,Chennai,Phuket Street,750,4.4,100,66,Thai,Alwarpet
228089,Kothrud,Pune,Bon Bon Candy Cake Shop,150,2.9,80,66,Bakery,Shastri Nagar Kothrud
228215,Banjara Hills,Hyderabad,Cafe Niloufer Premium Lounge,200,4.5,1000,63,Bakery  Fast Food  Snacks  Beverages,Banjara Hills
228227,Dilsukhnagar,Hyderabad,Telangana Inti Ruchulu,200,4.3,500,52,"South Indian,Telangana,Home Food",Kothapet & Dilsukhnagar
228565,Katad Khana,Pune,Subhanallah Biryani House,200,3.8,20,40,"Biryani,Chinese,North Indian,Mughlai,Fast Food,Beverages",Camp
228941,Chembur,Mumbai,Momo Maniacs,300,4,50,47,Chinese,Ng Acharya Marg Opposite Seven Seas
228945,Chembur,Mumbai,Khichdi Wala,150,3.9,50,45,"Indian,Home Food,North Indian",Ng Acharya Marg Opposite Seven Seas
228948,Chembur,Mumbai,Garnish,600,2.9,80,52,"Chinese,Indian,Malwani",Chembur
229279,Erandwane,Pune,Behrouz Biryani,500,4.2,100,45,"Biryani,Mughlai,Lucknowi,Hyderabadi,Kebabs,North Indian,Persian,Desserts",Erandwane
229280,Erandwane,Pune,Oven Story Pizza,600,4,100,46,Pizzas,Erandwane
229286,Erandwane,Pune,Mandarin Oak- The Heavenly Chinese,350,3.8,20,47,"Chinese,Asian,Thai",Erandwane
229288,Erandwane,Pune,Slay Coffee,200,4.3,100,40,"Beverages,Desserts",Erandwane
229606,Guru Nanak Nagar,Pune,Gelato Italiano,150,2.9,80,48,Desserts,Kumar Pacific Mall
229718,Kurla,Mumbai,Hashtag 99 The Shawarma Specialist,250,3.1,20,29,"Fast Food,Tandoor",New Mill Road
229977,Balkampet,Hyderabad,Persis Cafe,300,4.2,50,66,Indian,Ameerpet
230287,Golpark,Kolkata,Bake India Dumdum,250,4.3,20,87,"Bakery,Indian",Nager Bazar Flyover.Near Ils Hospitaldum Dum
230414,Bhowanipore,Kolkata,35 Bar & Lounge,1000,2.9,80,70,"Asian,Continental,Indian",Central Kolkata
230976,Indiranagar,Bangalore,The Biryani Experiment,500,3.9,100,52,"Biryani,Hyderabadi,Indian,Kebabs,North Indian,South Indian,Andhra,Afghani,Combo,Desserts,Beverages,Punjabi,Kerala,Sweets,Arabian,Lucknowi,Parsi,Tandoor",Indiranagar
231270,Sakivihar,Mumbai,Bowlsome,250,4.2,50,47,Asian  North Indian  Continental  Healthy Food  Punjabi  Home Food  Oriental  Desserts  Beverages  Pan-Asian  Bengali  Mangalorean  Kashmiri  Lucknowi  Chinese  Sweets  Kebabs  Combo  Rajasthani  Awadhi,Sakivihar
231446,Thousand Lights,Chennai,Fresh Pressery Cafe,500,4.5,500,49,"Healthy Food,Cafe,Desserts",Royapettah
231619,Shivajinagar,Pune,Cafe Madeline,300,2.9,80,44,European,Shivaji Nagar
231623,Bhowanipore,Kolkata,Cakerica,500,2.9,80,71,Bakery,Central Kolkata
231669,Himayatnagar,Hyderabad,Cheesiaano Pizza,300,4,100,34,"Italian,Pizzas",Vivek Nagar Chikkadpally
231740,Vasanth Nagar,Bangalore,Ketogenic Foods,1200,4.2,20,44,"Continental,Desserts,Healthy Food",Cunningham Road
231761,Indiranagar,Bangalore,Vegan Kitchen - By Infinitea,1200,4.5,20,55,"Continental,Desserts,Italian,Healthy Food",Esi Hospital Road
231946,Vasanth Nagar,Bangalore,Vegan Kitchen,1200,2.9,80,40,"Continental,Desserts,Italian,Healthy Food",Cunningham Road
232006,Adajan Patiya,Surat,Rooster,400,4.2,100,45,Pizzas,Rander Road
232252,Golpark,Kolkata,The Brewing Leaf,300,4.2,500,76,"Beverages,Continental,Indian,Thalis,Oriental,Bengali,Snacks",South Kolkata
232278,Pitam Pura,Delhi,Shawarma Wala,300,3.4,50,40,North Indian,Nsp
232447,Kondhwa,Pune,Bring It On Cafe,300,2.9,80,73,"American,Bakery,Italian",Kondhwa
232531,Hadapsar,Pune,Punjabi Darbar Rasoi King,350,3.9,50,76,"North Indian,Chinese",Hadapsar
232802,Sector 7 Rohini,Delhi,The Burger Club,250,4.2,1000,35,"Fast Food,American,Beverages,Desserts",Rohini
233050,Abids,Hyderabad,Faasos,200,4,50,37,"Combo,Snacks,Beverages,Desserts",Abids
233051,Abids,Hyderabad,Behrouz Biryani,500,3.8,100,36,"Biryani,Mughlai,Lucknowi,Hyderabadi,Kebabs,North Indian,Persian,Desserts",Abids
233052,Abids,Hyderabad,Oven Story Pizza,600,3.9,500,37,Pizzas,Abids
233053,Abids,Hyderabad,Firangi Bake,400,3.9,50,39,"Italian,Mexican,Pastas",Abids
233054,Abids,Hyderabad,Sweet Truth - Cake And Desserts,450,3.9,50,37,"Ice Cream,Bakery,Desserts,Beverages",Abids
233055,Abids,Hyderabad,The Good Bowl,400,3.9,50,37,North Indian  Punjabi  Biryani  Combo  Chinese  Beverages  Desserts  Jain  Indian  Hyderabadi  Mughlai,Abids
233056,Abids,Hyderabad,The Biryani Life,250,4,20,35,"Biryani,North Indian,Chinese",Abids
233057,Abids,Hyderabad,Lunchbox,200,4.1,100,36,"North Indian,Punjabi,Combo,Biryani,Healthy Food,Jain,Thalis,Indian,Mughlai,Desserts",Abids
233117,Anna Nagar,Chennai,Juisome,200,4.2,100,73,"Continental,Juices,Beverages",Annanagar
233121,Himayath Nagar,Hyderabad,Eggasm,200,4,20,28,"Chinese,Indian",Himayath Nagar
233248,Matunga,Mumbai,Breakfast Bistro,500,4,100,58,American  European  Continental,Matunga Wadala
233316,Kondhwa,Pune,Tandoor Point,300,3.1,20,75,"Mughlai,North Indian,Chinese",Kondhwa
233558,Bidhannagar,Kolkata,Delish Bakery,500,2.9,80,67,Bakery,Salt Lake
233656,Kothapet,Hyderabad,Palamuru Grill,600,4.1,1000,63,"South Indian,Kebabs,Biryani",Kothapet & Dilsukhnagar
233743,George Town,Chennai,Dark Smoke Bbq Restaurant,300,3.9,100,45,"Barbecue,Indian",Royapuram
233766,Vakola,Mumbai,Meal Studio,250,4,20,39,"North Indian,Indian,Combo,Desserts,Beverages,Home Food,Healthy Food,Thalis,Maharashtrian",Scruz Bandra East
233819,Chembur,Mumbai,Traditional Chinese,500,3.8,50,61,Chinese  Fast Food,Chembur
233852,Bidhannagar,Kolkata,Haveli,1200,4,50,73,Indian,Salt Lake
234274,Gowlipura,Hyderabad,Kitchen Maha Raja,250,4.3,20,52,Indian,Kothapet & Dilsukhnagar
234747,Vatva,Ahmedabad,Bombay A-One Bhatiyara,150,3.7,50,51,"Biryani,Mughlai",Isanpur
234811,Scruz Bandra East,Mumbai,Ulta Tawa,250,2.9,80,52,Indian,Scruz Bandra East
235693,Ahiritola,Kolkata,Mother Kitchen,100,2.9,80,57,Indian,Hatibagan
235817,Bkc,Mumbai,Boss Burger,500,3.6,50,43,"American,Continental,Fast Food,Combo",Bandra Kurla Complex
235838,Banjara Hills,Hyderabad,Express By Ab'S,350,3.7,100,67,"Biryani,North Indian,Chinese,South Indian",Banjara Hills
235914,Jodhpur Park,Kolkata,Old Mate'S,500,2.9,80,90,"Continental,Chinese",Jodhpur Park
236168,Andheri East,Mumbai,Hb Brownies,300,2.9,80,53,"Bakery,Desserts,Sweets",Marol Sakinaka
236435,Piplod,Surat,Starbucks Coffee,400,4.5,50,53,"Beverages,Bakery",Dumas Road
236650,Powai,Mumbai,Bismillah Restaurant,500,2.9,80,48,"Indian,North Indian",Marol Sakinaka
236756,Andheri East,Mumbai,Mother'S Touch Gujrati,200,3.2,20,58,Indian,Marol Sakinaka
236833,Sadar Bazaar,Pune,Red Hot Chinese Center,250,4.3,50,31,Indian,Camp
236838,Chembur,Mumbai,Food And You,300,2.9,80,56,"Beverages,Fast Food,Juices",Chembur
236924,Saki Naka,Mumbai,Supreme Combo'S,200,2.9,80,48,"Chinese,Combo",Marol Sakinaka
236980,Powai,Mumbai,The Manchurian Factory,250,2.9,80,48,Chinese  Thai  Asian  Oriental,Powai
237003,New Malakpet,Hyderabad,Burger King,350,4.1,1000,36,"American,Fast Food",Metro Rail Mall Multiplex
237054,Himayath Nagar,Hyderabad,Cafe Bahar Since 1973,300,4,5000,29,"Mughlai,Biryani,Indian,Chinese,Tandoor",Himayath Nagar
237165,Lake Town,Kolkata,The London Nail Art & Cafe,300,3.9,50,73,"Beverages,Desserts,Pastas,Pizzas,Continental,American,Snacks",Near Shiv Mandir Temple
237245,Saki Naka,Mumbai,Pure Veg Chinese,300,2.9,20,51,"Chinese,Pan-Asian,Indian,Thai",Marol Sakinaka
237387,Tagore Garden Extension,Delhi,The Thali Station,200,3.8,20,79,"North Indian,Punjabi,Desserts",Rajouri Garden
237472,Richmond Town,Bangalore,Edesia By Freshmenu,150,2.9,80,35,"Desserts,Bakery,Sweets",Aga Abdullah Street
237488,Chembur,Mumbai,Edesia By Freshmenu,150,4,20,42,"Desserts,Bakery,Sweets",Opp Kanta Apartment
237511,Jogeshwari East,Mumbai,Cafe Safar ( Andheri East ),250,4,1000,57,Chinese  North Indian  Biryani  Desserts,Andheri East
237526,Richmond Town,Bangalore,Big Biriyani Company,350,2.5,20,37,"Biryani,Mughlai",Aga Abdullah Street
237548,Andheri East,Mumbai,Big Biriyani Company,350,2.9,80,54,"Biryani,Mughlai",Opposite To Mahakali Road
238013,Kalyani Nagar,Pune,Pune Food Factory,300,4.2,20,72,"Chinese,Indian,Maharashtrian,Punjabi",Magarpatta
238436,Vastrapur,Ahmedabad,Taco Bell,300,3.8,500,56,Mexican,Ahmedabad One Mall
238506,Alwarpet,Chennai,Grow Fit,300,4.2,500,64,"Healthy Food,North Indian,Combo",Alwarpet
238549,Rohini,Delhi,Nine 11,800,4.1,20,50,"Indian,North Indian",Rohini
238697,Perambur,Chennai,Master Oru Tea,80,3.8,100,52,Indian,Perambur
238788,Santacruz East,Mumbai,Wedesi Kitchen,300,4.2,50,40,"Chinese,Lebanese,Continental,Pizzas,Snacks",Scruz Bandra East
239083,Powai,Mumbai,Noodle Bar,550,2.9,80,58,Chinese  Continental,Powai
239190,Powai,Mumbai,Food Style,400,2.9,80,61,Indian,Powai
239364,Nungambakkam,Chennai,Lo Cal By Dumbell,250,4.2,100,72,"Healthy Food,Indian,Keto,Desserts",Nungambakkam
239413,Indiranagar,Bangalore,Just Shawarma,180,3.9,100,53,Arabian,Indiranagar
